candidate_id,skills,experience_years,job_role,shortlisted
C12688,"HTML, JavaScript",8.3,Frontend Developer,0
C12689,"Statistics, Pandas, TensorFlow, Python, Machine Learning",0.8,Data Scientist,0
C12690,"Redux, CSS",8.3,Frontend Developer,0
C12691,"Firebase, Kotlin, React Native, Dart",7.5,Mobile Developer,1
C12692,"CI/CD, Linux",3.3,DevOps Engineer,0
C12693,"Swift, Firebase",3.8,Mobile Developer,0
C12694,"Redux, React",7.0,Frontend Developer,0
C12695,"SQL, Docker, Java, REST",6.3,Backend Developer,1
C12696,"HTML, JavaScript",6.0,Frontend Developer,0
C12697,"Firebase, Flutter, React Native, Swift, Dart",3.0,Mobile Developer,1
C12698,"REST, Spring, SQL, Java, Microservices",8.0,Backend Developer,1
C12699,"Firebase, React Native, Dart, Flutter, Swift",1.5,Mobile Developer,0
C12700,"React, TypeScript, HTML",1.3,Frontend Developer,0
C12701,"React Native, Flutter, Dart",1.8,Mobile Developer,0
C12702,"Pandas, Statistics, Machine Learning",9.5,Data Scientist,1
C12703,"Machine Learning, Statistics, Pandas",5.3,Data Scientist,1
C12704,"SQL, Statistics, Pandas, TensorFlow",3.9,Data Scientist,1
C12705,"Statistics, Machine Learning",1.3,Data Scientist,0
C12706,"AWS, CI/CD, Kubernetes, Docker",7.5,DevOps Engineer,1
C12707,"Python, SQL",6.2,Data Scientist,0
C12708,"Redux, HTML",2.0,Frontend Developer,0
C12709,"TypeScript, HTML, React, JavaScript",5.8,Frontend Developer,1
C12710,"SQL, REST",7.5,Backend Developer,0
C12711,"Machine Learning, Pandas, Statistics, TensorFlow, Python",7.8,Data Scientist,1
C12712,"Redux, TypeScript, CSS, HTML",7.1,Frontend Developer,1
C12713,"TypeScript, JavaScript, React, Redux, CSS",1.2,Frontend Developer,0
C12714,"Terraform, AWS, Docker",9.2,DevOps Engineer,1
C12715,"Java, REST, Microservices",4.1,Backend Developer,1
C12716,"SQL, Microservices, REST, Java, Spring",9.3,Backend Developer,1
C12717,"Kubernetes, Linux, AWS",3.1,DevOps Engineer,1
C12718,"SQL, Spring",4.3,Backend Developer,0
C12719,"JavaScript, CSS, HTML, Redux, React",1.0,Frontend Developer,0
C12720,"Redux, HTML, TypeScript",5.4,Frontend Developer,1
C12721,"Terraform, CI/CD, Linux",3.1,DevOps Engineer,1
C12722,"Kubernetes, Terraform, AWS, Linux",1.9,DevOps Engineer,0
C12723,"Pandas, TensorFlow, Python, SQL",7.3,Data Scientist,1
C12724,"Docker, Microservices, SQL, Java, Spring",2.8,Backend Developer,1
C12725,"Dart, Flutter, React Native, Kotlin, Swift",6.9,Mobile Developer,1
C12726,"CSS, React",3.4,Frontend Developer,0
C12727,"Machine Learning, Statistics, Pandas",3.2,Data Scientist,1
C12728,"Kubernetes, Docker, Terraform, CI/CD, AWS",9.3,DevOps Engineer,1
C12729,"Firebase, Kotlin, Flutter",9.1,Mobile Developer,1
C12730,"Linux, Docker, AWS",6.4,DevOps Engineer,1
C12731,"Docker, REST, SQL, Microservices",7.1,Backend Developer,1
C12732,"Microservices, Java, Spring, Docker, REST",8.4,Backend Developer,1
C12733,"Kotlin, Firebase, Dart",2.1,Mobile Developer,1
C12734,"Docker, SQL, Java, Spring",5.4,Backend Developer,1
C12735,"TypeScript, CSS",1.0,Frontend Developer,0
C12736,"Flutter, React Native",8.2,Mobile Developer,0
C12737,"Docker, Java, REST, SQL",1.7,Backend Developer,0
C12738,"SQL, REST, Java",9.6,Backend Developer,1
C12739,"Swift, React Native, Firebase, Dart, Kotlin",3.9,Mobile Developer,1
C12740,"CI/CD, Linux, AWS",4.4,DevOps Engineer,1
C12741,"Redux, TypeScript, HTML, CSS",6.1,Frontend Developer,1
C12742,"CSS, TypeScript, HTML, JavaScript",6.4,Frontend Developer,1
C12743,"Terraform, Kubernetes",2.3,DevOps Engineer,0
C12744,"Terraform, AWS, Docker, Linux, Kubernetes",9.9,DevOps Engineer,1
C12745,"HTML, CSS, React, Redux",2.7,Frontend Developer,1
C12746,"Machine Learning, Python",7.3,Data Scientist,0
C12747,"JavaScript, React, CSS",2.8,Frontend Developer,1
C12748,"TypeScript, Redux",2.6,Frontend Developer,0
C12749,"HTML, JavaScript, CSS",1.1,Frontend Developer,0
C12750,"JavaScript, CSS, Redux",3.8,Frontend Developer,1
C12751,"CSS, HTML",4.9,Frontend Developer,0
C12752,"CI/CD, Linux, Kubernetes, Terraform, Docker",2.5,DevOps Engineer,1
C12753,"Statistics, TensorFlow, Pandas, SQL",1.7,Data Scientist,0
C12754,"AWS, Linux, CI/CD",7.0,DevOps Engineer,1
C12755,"Kubernetes, Docker, CI/CD",5.1,DevOps Engineer,1
C12756,"REST, Java, SQL",6.8,Backend Developer,1
C12757,"Microservices, SQL, Docker, Spring, REST",6.3,Backend Developer,1
C12758,"React, CSS, TypeScript",2.1,Frontend Developer,1
C12759,"Terraform, Linux, Docker, Kubernetes",2.2,DevOps Engineer,1
C12760,"TensorFlow, SQL",5.2,Data Scientist,0
C12761,"SQL, Pandas",2.8,Data Scientist,0
C12762,"TypeScript, Redux, HTML",9.9,Frontend Developer,1
C12763,"Kotlin, React Native",3.8,Mobile Developer,0
C12764,"Dart, React Native",8.7,Mobile Developer,0
C12765,"TypeScript, CSS, React, Redux, JavaScript",7.9,Frontend Developer,1
C12766,"Python, TensorFlow, SQL",4.2,Data Scientist,1
C12767,"Kotlin, Dart",1.6,Mobile Developer,0
C12768,"SQL, REST, Docker, Microservices",4.9,Backend Developer,1
C12769,"TypeScript, HTML",3.7,Frontend Developer,0
C12770,"Kotlin, Firebase, Swift, React Native, Dart",6.1,Mobile Developer,1
C12771,"HTML, JavaScript, CSS, TypeScript",3.7,Frontend Developer,1
C12772,"Redux, TypeScript, JavaScript, React, CSS",8.5,Frontend Developer,1
C12773,"Microservices, Docker",6.8,Backend Developer,0
C12774,"Linux, Kubernetes, Terraform, Docker, AWS",1.5,DevOps Engineer,0
C12775,"Docker, Kubernetes",3.6,DevOps Engineer,0
C12776,"AWS, Docker, Linux",2.3,DevOps Engineer,1
C12777,"CI/CD, Kubernetes",3.8,DevOps Engineer,0
C12778,"Java, Spring",6.3,Backend Developer,0
C12779,"SQL, Microservices",5.0,Backend Developer,0
C12780,"Microservices, Java, SQL, Spring, REST",0.6,Backend Developer,0
C12781,"HTML, JavaScript, CSS, Redux, TypeScript",4.2,Frontend Developer,1
C12782,"Machine Learning, TensorFlow, SQL",5.4,Data Scientist,1
C12783,"Docker, Java, Spring, Microservices",4.0,Backend Developer,1
C12784,"CSS, HTML",4.4,Frontend Developer,0
C12785,"REST, SQL, Spring, Docker, Java",5.9,Backend Developer,1
C12786,"Kubernetes, Docker, AWS, Linux, Terraform",2.5,DevOps Engineer,1
C12787,"AWS, Terraform",9.5,DevOps Engineer,0
C12788,"Docker, Terraform, Kubernetes, CI/CD",9.9,DevOps Engineer,1
C12789,"React, TypeScript, HTML, Redux, CSS",9.4,Frontend Developer,1
C12790,"SQL, Spring",9.2,Backend Developer,0
C12791,"Microservices, Docker, Spring, SQL, REST",0.8,Backend Developer,0
C12792,"Swift, Dart",8.2,Mobile Developer,0
C12793,"Linux, AWS",8.7,DevOps Engineer,0
C12794,"React, Redux, JavaScript",8.7,Frontend Developer,1
C12795,"CSS, JavaScript, TypeScript, Redux",1.6,Frontend Developer,0
C12796,"Microservices, Docker",7.6,Backend Developer,0
C12797,"SQL, TensorFlow",9.0,Data Scientist,0
C12798,"Docker, Linux",9.5,DevOps Engineer,0
C12799,"CI/CD, Docker, Terraform, AWS",5.8,DevOps Engineer,1
C12800,"Pandas, SQL, Machine Learning",5.5,Data Scientist,1
C12801,"Kotlin, Dart",0.8,Mobile Developer,0
C12802,"SQL, Spring, REST, Java",4.2,Backend Developer,1
C12803,"Kotlin, Swift, Firebase",3.4,Mobile Developer,1
C12804,"CI/CD, Terraform, Linux, AWS, Kubernetes",1.0,DevOps Engineer,0
C12805,"Docker, Microservices, SQL, Java",9.2,Backend Developer,1
C12806,"Python, TensorFlow, Pandas, Machine Learning, SQL",4.5,Data Scientist,1
C12807,"JavaScript, CSS",1.0,Frontend Developer,0
C12808,"Docker, Microservices, SQL, REST, Spring",1.9,Backend Developer,0
C12809,"CSS, TypeScript, React, JavaScript, Redux",2.5,Frontend Developer,1
C12810,"Docker, CI/CD, Terraform",8.3,DevOps Engineer,1
C12811,"Microservices, SQL, Docker, Spring, REST",2.1,Backend Developer,1
C12812,"Swift, Kotlin, Firebase, Dart, Flutter",5.5,Mobile Developer,1
C12813,"TensorFlow, Pandas, SQL",6.5,Data Scientist,1
C12814,"Docker, AWS, Kubernetes, CI/CD",2.0,DevOps Engineer,0
C12815,"TypeScript, JavaScript, Redux",6.5,Frontend Developer,1
C12816,"Dart, Firebase, Swift, Kotlin, Flutter",4.9,Mobile Developer,1
C12817,"CI/CD, Docker",3.5,DevOps Engineer,0
C12818,"Dart, Firebase",4.2,Mobile Developer,0
C12819,"Terraform, Linux, CI/CD, Kubernetes",4.0,DevOps Engineer,1
C12820,"Pandas, SQL, TensorFlow",3.1,Data Scientist,1
C12821,"TensorFlow, Statistics, Python",3.3,Data Scientist,1
C12822,"TensorFlow, Machine Learning, Pandas",7.7,Data Scientist,1
C12823,"Flutter, Firebase, Dart",6.1,Mobile Developer,1
C12824,"HTML, Redux",4.4,Frontend Developer,0
C12825,"CSS, React, JavaScript, HTML, TypeScript",8.5,Frontend Developer,1
C12826,"TensorFlow, Statistics",8.1,Data Scientist,0
C12827,"Redux, TypeScript, CSS",5.1,Frontend Developer,1
C12828,"REST, Spring, SQL, Java",4.0,Backend Developer,1
C12829,"Kotlin, Dart, Firebase",0.6,Mobile Developer,0
C12830,"Firebase, Swift, Flutter, Dart, Kotlin",7.9,Mobile Developer,1
C12831,"React Native, Kotlin, Flutter",5.5,Mobile Developer,1
C12832,"AWS, Docker, Kubernetes",6.7,DevOps Engineer,1
C12833,"Python, TensorFlow, Machine Learning",4.7,Data Scientist,1
C12834,"React, TypeScript",3.0,Frontend Developer,0
C12835,"React, JavaScript, CSS, TypeScript",3.5,Frontend Developer,1
C12836,"Statistics, Python, SQL",0.7,Data Scientist,0
C12837,"TypeScript, Redux, JavaScript, HTML, React",5.6,Frontend Developer,1
C12838,"React, TypeScript, CSS, JavaScript, Redux",6.3,Frontend Developer,1
C12839,"React Native, Firebase",2.4,Mobile Developer,0
C12840,"TensorFlow, Pandas",7.1,Data Scientist,0
C12841,"Firebase, Flutter, Swift, React Native",3.2,Mobile Developer,1
C12842,"Spring, SQL, REST, Microservices",1.1,Backend Developer,0
C12843,"CI/CD, Linux, AWS",2.6,DevOps Engineer,1
C12844,"Linux, Docker",1.7,DevOps Engineer,0
C12845,"SQL, REST, Java, Spring",9.2,Backend Developer,1
C12846,"Machine Learning, Pandas",3.4,Data Scientist,0
C12847,"Flutter, Firebase, Dart, React Native, Swift",6.4,Mobile Developer,1
C12848,"React Native, Dart, Kotlin",6.8,Mobile Developer,1
C12849,"Docker, REST, Spring",8.4,Backend Developer,1
C12850,"Terraform, AWS, CI/CD, Linux",2.0,DevOps Engineer,0
C12851,"Machine Learning, Statistics, Python, Pandas",9.7,Data Scientist,1
C12852,"JavaScript, CSS, Redux, HTML",8.4,Frontend Developer,1
C12853,"Kotlin, Flutter, Dart",5.9,Mobile Developer,1
C12854,"CI/CD, AWS",1.5,DevOps Engineer,0
C12855,"Machine Learning, Pandas, TensorFlow",1.7,Data Scientist,0
C12856,"Spring, Microservices, Java, Docker, REST",9.9,Backend Developer,1
C12857,"Terraform, AWS, CI/CD",8.6,DevOps Engineer,1
C12858,"Docker, SQL, Spring, REST, Microservices",3.8,Backend Developer,1
C12859,"Linux, AWS",9.4,DevOps Engineer,0
C12860,"Flutter, Kotlin",5.1,Mobile Developer,0
C12861,"Java, Microservices, SQL, Spring, Docker",4.7,Backend Developer,1
C12862,"Statistics, SQL, Pandas",8.7,Data Scientist,1
C12863,"Kubernetes, CI/CD",8.2,DevOps Engineer,0
C12864,"Microservices, Docker, Spring, SQL",8.2,Backend Developer,1
C12865,"Kotlin, Firebase",3.8,Mobile Developer,0
C12866,"Python, SQL, Statistics, TensorFlow",9.1,Data Scientist,1
C12867,"Machine Learning, Statistics, SQL, Pandas, TensorFlow",7.6,Data Scientist,1
C12868,"SQL, Docker",5.8,Backend Developer,0
C12869,"TypeScript, Redux, JavaScript, HTML",2.1,Frontend Developer,1
C12870,"React Native, Swift",1.7,Mobile Developer,0
C12871,"Terraform, Docker, Linux",7.0,DevOps Engineer,1
C12872,"CSS, HTML, Redux, React, JavaScript",3.4,Frontend Developer,1
C12873,"Java, REST, Spring, Docker, Microservices",8.7,Backend Developer,1
C12874,"Machine Learning, Pandas",9.1,Data Scientist,0
C12875,"Flutter, React Native",6.0,Mobile Developer,0
C12876,"Python, TensorFlow",3.8,Data Scientist,0
C12877,"Docker, Spring, SQL, Java",4.3,Backend Developer,1
C12878,"REST, SQL, Spring",7.8,Backend Developer,1
C12879,"Spring, Java",4.9,Backend Developer,0
C12880,"JavaScript, React",1.3,Frontend Developer,0
C12881,"React Native, Flutter",2.4,Mobile Developer,0
C12882,"Docker, SQL, Java",9.2,Backend Developer,1
C12883,"Java, Microservices",6.3,Backend Developer,0
C12884,"Kubernetes, Docker, Linux, AWS, Terraform",7.4,DevOps Engineer,1
C12885,"Kubernetes, Linux, Terraform",3.2,DevOps Engineer,1
C12886,"Java, Docker",8.0,Backend Developer,0
C12887,"Firebase, Dart",4.8,Mobile Developer,0
C12888,"REST, Docker",7.8,Backend Developer,0
C12889,"JavaScript, TypeScript, HTML, React",5.8,Frontend Developer,1
C12890,"JavaScript, HTML, TypeScript, React",7.6,Frontend Developer,1
C12891,"Swift, React Native, Firebase",3.8,Mobile Developer,1
C12892,"HTML, Redux",8.0,Frontend Developer,0
C12893,"SQL, Java, Microservices, REST",2.2,Backend Developer,1
C12894,"Microservices, Docker, SQL, Spring",5.4,Backend Developer,1
C12895,"React, HTML, TypeScript, JavaScript",2.6,Frontend Developer,1
C12896,"React, Redux, HTML, JavaScript",6.2,Frontend Developer,1
C12897,"Docker, Terraform, Linux, AWS, Kubernetes",2.2,DevOps Engineer,1
C12898,"Python, Statistics, TensorFlow",8.9,Data Scientist,1
C12899,"HTML, JavaScript",9.9,Frontend Developer,0
C12900,"TypeScript, JavaScript",2.4,Frontend Developer,0
C12901,"Spring, Java, SQL, REST, Microservices",2.3,Backend Developer,1
C12902,"Swift, Kotlin",8.5,Mobile Developer,0
C12903,"Swift, React Native, Kotlin, Firebase, Flutter",2.5,Mobile Developer,1
C12904,"Linux, Kubernetes, Docker, AWS",1.8,DevOps Engineer,0
C12905,"React, HTML, TypeScript, Redux, JavaScript",4.3,Frontend Developer,1
C12906,"CSS, React, JavaScript, Redux, TypeScript",8.6,Frontend Developer,1
C12907,"TypeScript, JavaScript",9.3,Frontend Developer,0
C12908,"Docker, Linux, Terraform, AWS",8.7,DevOps Engineer,1
C12909,"Dart, Firebase, Flutter, Swift, Kotlin",5.9,Mobile Developer,1
C12910,"React Native, Firebase, Kotlin, Flutter",0.7,Mobile Developer,0
C12911,"Docker, Linux, Kubernetes, CI/CD, AWS",9.1,DevOps Engineer,1
C12912,"REST, SQL",0.7,Backend Developer,0
C12913,"Machine Learning, Statistics",2.9,Data Scientist,0
C12914,"HTML, React, JavaScript, TypeScript, CSS",9.0,Frontend Developer,1
C12915,"Statistics, TensorFlow, SQL",9.1,Data Scientist,1
C12916,"Docker, REST, Spring, Microservices, Java",7.1,Backend Developer,1
C12917,"AWS, Terraform, CI/CD, Linux, Docker",6.9,DevOps Engineer,1
C12918,"Statistics, SQL, Machine Learning, Pandas, Python",5.0,Data Scientist,1
C12919,"Spring, Docker, Java, Microservices, SQL",4.4,Backend Developer,1
C12920,"Spring, Microservices, SQL",1.6,Backend Developer,0
C12921,"React Native, Firebase, Flutter, Dart",1.9,Mobile Developer,0
C12922,"Statistics, TensorFlow, Python, Machine Learning",4.8,Data Scientist,1
C12923,"Docker, Linux",0.9,DevOps Engineer,0
C12924,"Linux, CI/CD, Terraform",2.4,DevOps Engineer,1
C12925,"Java, SQL",8.0,Backend Developer,0
C12926,"Redux, TypeScript, CSS, JavaScript, React",4.1,Frontend Developer,1
C12927,"Firebase, React Native, Flutter",2.1,Mobile Developer,1
C12928,"Terraform, Kubernetes, AWS",4.5,DevOps Engineer,1
C12929,"Java, SQL, Microservices",4.0,Backend Developer,1
C12930,"Flutter, Firebase",6.9,Mobile Developer,0
C12931,"React, TypeScript, CSS",3.2,Frontend Developer,1
C12932,"Docker, Microservices",9.5,Backend Developer,0
C12933,"Swift, React Native, Kotlin",9.5,Mobile Developer,1
C12934,"Spring, SQL",6.3,Backend Developer,0
C12935,"React, HTML, Redux, CSS",9.9,Frontend Developer,1
C12936,"Swift, Dart, Firebase, Kotlin",4.2,Mobile Developer,1
C12937,"Kotlin, Dart, Firebase",8.3,Mobile Developer,1
C12938,"REST, Docker, Java",1.6,Backend Developer,0
C12939,"Terraform, Docker, CI/CD",8.5,DevOps Engineer,1
C12940,"SQL, Statistics, Python, TensorFlow, Pandas",3.9,Data Scientist,1
C12941,"TypeScript, CSS, JavaScript, HTML",8.5,Frontend Developer,1
C12942,"Microservices, Java, Spring",5.0,Backend Developer,1
C12943,"SQL, TensorFlow, Python",8.7,Data Scientist,1
C12944,"CSS, React",8.7,Frontend Developer,0
C12945,"Docker, Linux, Kubernetes, CI/CD",6.9,DevOps Engineer,1
C12946,"Microservices, Java, Spring",3.4,Backend Developer,1
C12947,"Dart, Flutter, Firebase, Kotlin",9.9,Mobile Developer,1
C12948,"Linux, Kubernetes, CI/CD, AWS, Docker",7.8,DevOps Engineer,1
C12949,"SQL, TensorFlow, Pandas, Python, Statistics",3.3,Data Scientist,1
C12950,"Terraform, Linux",1.7,DevOps Engineer,0
C12951,"Machine Learning, TensorFlow",3.6,Data Scientist,0
C12952,"Firebase, Flutter",7.6,Mobile Developer,0
C12953,"SQL, REST, Java, Docker",9.8,Backend Developer,1
C12954,"SQL, Spring",7.6,Backend Developer,0
C12955,"Statistics, Python",8.6,Data Scientist,0
C12956,"TypeScript, HTML, JavaScript, Redux, React",9.6,Frontend Developer,1
C12957,"Linux, AWS",5.0,DevOps Engineer,0
C12958,"Statistics, SQL",4.8,Data Scientist,0
C12959,"Docker, Microservices, Java, REST",3.1,Backend Developer,1
C12960,"Spring, Microservices, REST, SQL, Docker",0.7,Backend Developer,0
C12961,"Java, REST, SQL, Spring",8.3,Backend Developer,1
C12962,"Machine Learning, SQL, Statistics, Pandas",6.4,Data Scientist,1
C12963,"Docker, SQL, Java, Microservices, REST",9.9,Backend Developer,1
C12964,"Linux, Terraform, CI/CD, Docker, Kubernetes",2.6,DevOps Engineer,1
C12965,"TensorFlow, Python, Machine Learning, Pandas, Statistics",5.1,Data Scientist,1
C12966,"Terraform, Kubernetes, CI/CD, AWS, Linux",5.8,DevOps Engineer,1
C12967,"Firebase, React Native, Flutter, Dart",5.3,Mobile Developer,1
C12968,"Firebase, Swift",9.8,Mobile Developer,0
C12969,"Pandas, Python",3.0,Data Scientist,0
C12970,"Kubernetes, Docker, CI/CD, AWS",7.8,DevOps Engineer,1
C12971,"Python, SQL, Statistics",7.3,Data Scientist,1
C12972,"AWS, Kubernetes",2.9,DevOps Engineer,0
C12973,"CI/CD, Kubernetes",2.7,DevOps Engineer,0
C12974,"SQL, Docker, Microservices",8.7,Backend Developer,1
C12975,"React Native, Firebase, Swift",2.4,Mobile Developer,1
C12976,"Python, Machine Learning, TensorFlow, Statistics",5.9,Data Scientist,1
C12977,"Flutter, Dart, Firebase",2.5,Mobile Developer,1
C12978,"Flutter, Kotlin, Dart",8.7,Mobile Developer,1
C12979,"Terraform, AWS, Linux, Kubernetes",5.6,DevOps Engineer,1
C12980,"AWS, Kubernetes, CI/CD, Docker, Terraform",8.3,DevOps Engineer,1
C12981,"TypeScript, React, Redux, JavaScript, HTML",7.8,Frontend Developer,1
C12982,"Statistics, Pandas, Machine Learning, Python",7.8,Data Scientist,1
C12983,"Statistics, SQL",6.6,Data Scientist,0
C12984,"TensorFlow, Pandas, SQL, Python",1.9,Data Scientist,0
C12985,"Java, Docker, Microservices, REST",9.1,Backend Developer,1
C12986,"JavaScript, React, TypeScript, HTML",3.1,Frontend Developer,1
C12987,"Spring, REST, Java, Microservices, SQL",5.2,Backend Developer,1
C12988,"Kubernetes, AWS, CI/CD",4.0,DevOps Engineer,1
C12989,"JavaScript, CSS, Redux, TypeScript, React",4.7,Frontend Developer,1
C12990,"Dart, Swift, Kotlin, React Native, Flutter",1.4,Mobile Developer,0
C12991,"Swift, Kotlin, React Native, Flutter, Firebase",8.8,Mobile Developer,1
C12992,"REST, Java, SQL, Spring, Microservices",4.0,Backend Developer,1
C12993,"Machine Learning, Pandas, SQL, Statistics",4.6,Data Scientist,1
C12994,"Redux, JavaScript, React, TypeScript, HTML",1.8,Frontend Developer,0
C12995,"Swift, Firebase",6.1,Mobile Developer,0
C12996,"TypeScript, Redux, JavaScript, CSS",3.8,Frontend Developer,1
C12997,"REST, Spring",1.7,Backend Developer,0
C12998,"Swift, React Native, Firebase",6.3,Mobile Developer,1
C12999,"REST, Microservices",2.3,Backend Developer,0
C13000,"CSS, JavaScript",3.5,Frontend Developer,0
C13001,"React, JavaScript, CSS, HTML",7.1,Frontend Developer,1
C13002,"TypeScript, React, HTML, CSS",3.3,Frontend Developer,1
C13003,"TypeScript, HTML, Redux, JavaScript",3.7,Frontend Developer,1
C13004,"Spring, Microservices",4.8,Backend Developer,0
C13005,"Python, Pandas, SQL, TensorFlow",4.9,Data Scientist,1
C13006,"Java, Microservices, Spring, REST, Docker",3.1,Backend Developer,1
C13007,"Kubernetes, AWS, CI/CD, Linux, Docker",0.7,DevOps Engineer,0
C13008,"Machine Learning, TensorFlow, SQL",5.3,Data Scientist,1
C13009,"Dart, Flutter, Swift, Kotlin, Firebase",5.9,Mobile Developer,1
C13010,"AWS, Kubernetes, Docker, CI/CD",3.5,DevOps Engineer,1
C13011,"CSS, HTML, Redux",9.2,Frontend Developer,1
C13012,"Terraform, Docker, Kubernetes, Linux",6.7,DevOps Engineer,1
C13013,"React Native, Firebase, Flutter, Dart, Kotlin",8.3,Mobile Developer,1
C13014,"HTML, CSS, Redux",3.9,Frontend Developer,1
C13015,"Pandas, Machine Learning",7.3,Data Scientist,0
C13016,"AWS, Docker, Kubernetes",6.5,DevOps Engineer,1
C13017,"Swift, Flutter, Firebase, Dart",1.9,Mobile Developer,0
C13018,"Kubernetes, Docker, AWS, Terraform, Linux",8.4,DevOps Engineer,1
C13019,"Flutter, Kotlin, Swift, Dart, React Native",2.6,Mobile Developer,1
C13020,"React Native, Dart, Kotlin, Flutter, Swift",8.2,Mobile Developer,1
C13021,"CSS, React",4.5,Frontend Developer,0
C13022,"SQL, REST",4.3,Backend Developer,0
C13023,"Machine Learning, Pandas, TensorFlow, Python, Statistics",9.2,Data Scientist,1
C13024,"Firebase, Swift, React Native, Dart",3.2,Mobile Developer,1
C13025,"React, JavaScript, Redux, HTML, TypeScript",1.0,Frontend Developer,0
C13026,"Flutter, Dart, React Native",4.8,Mobile Developer,1
C13027,"Swift, Flutter, React Native",9.4,Mobile Developer,1
C13028,"Microservices, REST, SQL, Docker, Spring",9.8,Backend Developer,1
C13029,"React Native, Flutter",3.2,Mobile Developer,0
C13030,"React Native, Firebase, Kotlin, Swift",7.8,Mobile Developer,1
C13031,"Terraform, Kubernetes, Linux, AWS",5.7,DevOps Engineer,1
C13032,"Redux, JavaScript, CSS, HTML, React",1.6,Frontend Developer,0
C13033,"React Native, Flutter, Swift",9.5,Mobile Developer,1
C13034,"Kubernetes, Terraform, Docker",2.7,DevOps Engineer,1
C13035,"Swift, Flutter",2.3,Mobile Developer,0
C13036,"Spring, REST",6.6,Backend Developer,0
C13037,"Docker, Terraform",9.8,DevOps Engineer,0
C13038,"TypeScript, CSS, HTML",4.7,Frontend Developer,1
C13039,"Python, Statistics, SQL, Machine Learning",9.2,Data Scientist,1
C13040,"TensorFlow, SQL, Machine Learning, Python, Pandas",0.6,Data Scientist,0
C13041,"Pandas, SQL",5.0,Data Scientist,0
C13042,"Linux, Kubernetes, AWS, Docker",9.4,DevOps Engineer,1
C13043,"Redux, CSS, JavaScript",5.5,Frontend Developer,1
C13044,"Docker, Kubernetes",8.5,DevOps Engineer,0
C13045,"React, Redux",7.7,Frontend Developer,0
C13046,"React, JavaScript, Redux",1.7,Frontend Developer,0
C13047,"Swift, React Native, Flutter",0.6,Mobile Developer,0
C13048,"React, TypeScript, Redux",8.3,Frontend Developer,1
C13049,"Pandas, SQL, Statistics, Machine Learning",4.6,Data Scientist,1
C13050,"Firebase, Flutter, Swift, Kotlin, React Native",5.1,Mobile Developer,1
C13051,"Docker, SQL, Microservices, Java",4.7,Backend Developer,1
C13052,"AWS, Terraform, Kubernetes",2.9,DevOps Engineer,1
C13053,"React, JavaScript, CSS",8.8,Frontend Developer,1
C13054,"Docker, Terraform",1.5,DevOps Engineer,0
C13055,"Linux, Kubernetes, Terraform, Docker, CI/CD",7.4,DevOps Engineer,1
C13056,"Docker, Microservices, Spring, REST",8.7,Backend Developer,1
C13057,"HTML, Redux, JavaScript, React, CSS",3.5,Frontend Developer,1
C13058,"CI/CD, Terraform, AWS, Kubernetes, Docker",9.7,DevOps Engineer,1
C13059,"TensorFlow, Machine Learning, Python, Statistics, SQL",8.5,Data Scientist,1
C13060,"Docker, CI/CD",7.0,DevOps Engineer,0
C13061,"Pandas, SQL, Machine Learning, Python",3.1,Data Scientist,1
C13062,"Kotlin, Swift, Dart, Flutter",5.9,Mobile Developer,1
C13063,"SQL, Spring, Java",3.0,Backend Developer,1
C13064,"Statistics, TensorFlow, Pandas, Machine Learning",3.9,Data Scientist,1
C13065,"HTML, CSS, React, Redux, TypeScript",6.1,Frontend Developer,1
C13066,"React Native, Dart",8.0,Mobile Developer,0
C13067,"Terraform, Kubernetes, Docker, CI/CD, Linux",2.6,DevOps Engineer,1
C13068,"Statistics, Python, Pandas, SQL",6.0,Data Scientist,1
C13069,"Machine Learning, Python, SQL, TensorFlow, Statistics",8.6,Data Scientist,1
C13070,"REST, SQL, Docker, Java, Spring",2.3,Backend Developer,1
C13071,"TypeScript, Redux, CSS",2.8,Frontend Developer,1
C13072,"Dart, React Native, Flutter, Swift, Kotlin",1.3,Mobile Developer,0
C13073,"React Native, Flutter, Kotlin, Dart, Swift",6.1,Mobile Developer,1
C13074,"SQL, Python",2.2,Data Scientist,0
C13075,"Kotlin, Flutter, Dart, Swift",1.1,Mobile Developer,0
C13076,"HTML, Redux, CSS, React, JavaScript",9.7,Frontend Developer,1
C13077,"Spring, Microservices, REST",4.2,Backend Developer,1
C13078,"Microservices, Spring, REST, Java, SQL",6.9,Backend Developer,1
C13079,"Java, Docker, Spring",3.7,Backend Developer,1
C13080,"Docker, Java, Spring, REST, Microservices",1.1,Backend Developer,0
C13081,"CSS, TypeScript, HTML",9.8,Frontend Developer,1
C13082,"React Native, Firebase, Swift, Flutter, Kotlin",0.8,Mobile Developer,0
C13083,"Terraform, Docker",9.5,DevOps Engineer,0
C13084,"Spring, Java, Microservices, Docker",9.2,Backend Developer,1
C13085,"SQL, Microservices, REST",1.9,Backend Developer,0
C13086,"CI/CD, Linux, Kubernetes, Terraform, AWS",4.8,DevOps Engineer,1
C13087,"CI/CD, Terraform",9.2,DevOps Engineer,0
C13088,"Machine Learning, Statistics, SQL",9.6,Data Scientist,1
C13089,"Linux, AWS, Kubernetes",5.9,DevOps Engineer,1
C13090,"SQL, Pandas",5.3,Data Scientist,0
C13091,"Microservices, SQL, REST, Spring",6.4,Backend Developer,1
